gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,on_ratio,pathway
LMBRD1,2056.3333333333335,35.0,LMBRD1,False,,531.7777777777778,45721.19444444444,0.8001429605916583,False,9,4.34591,1.6763318,0.0,39.11319,3.6917052,1.0,
FAM135A,3016.6875,36.09000000000002,FAM135A,True,787.0,37.333333333333336,3158.2499999999995,1.8496336992695297,False,5,1.0052438,0.6957656,44.44444444444444,9.0471945,2.3072934,0.1111111111111111,
C6orf57,764.0,40.87,C6orf57,False,,15.11111111111111,209.61111111111114,0.47981955335716325,False,6,1.4910871,0.9127192,33.333333333333336,13.419784,2.668601,0.3333333333333333,
SMAP1,1755.6666666666667,37.73,SMAP1,False,,106.66666666666667,2468.249999999998,0.44410884250686,False,9,2.9212868,1.3664199,0.0,26.291582,3.3065784,1.0,
RPL39P3,156.0,41.67,RPL39P3,False,,5.888888888888889,10.611111111111107,0.08602786650986279,False,9,2.439531,1.2353351,0.0,21.95578,3.1335697,0.6666666666666666,
MB21D1,1986.6666666666667,42.46,MB21D1,False,,31.444444444444443,686.7777777777778,0.5737774810385509,False,9,1.5083306,0.9196174,0.0,13.574975,2.679306,0.2222222222222222,
MTO1,1734.5263157894738,42.62,MTO1,True,2434.0,242.55555555555554,25314.27777777779,1.4487069444386795,False,9,3.639535,1.5346141,0.0,32.755814,3.5191526,1.0,
EEF1A1,1576.4444444444443,47.13999999999999,EEF1A1,False,,2646.8888888888887,717228.6111111115,0.7940476400912342,False,9,6.232378,1.9785678,0.0,56.091404,4.0446534,1.0,
SLC17A5,1772.6666666666667,42.24,SLC17A5,True,2879.0,24.555555555555557,1188.7777777777778,1.3902418967245402,False,4,0.9978129,0.692053,55.55555555555556,8.980316,2.3006148,0.2222222222222222,
COX7A2,592.1111111111111,40.34,COX7A2,False,,2390.1111111111113,437326.6111111102,0.5818937390632651,False,9,7.126379,2.0951154,0.0,64.13741,4.176499,1.0,Mitochondrial Respiration
TMEM30A,2901.25,37.37,TMEM30A,False,,401.1111111111111,30443.61111111114,0.8287677186963757,False,9,3.711199,1.5499425,0.0,33.40079,3.5380795,1.0,
SENP6,2440.0,37.44,SENP6,False,,86.55555555555556,973.0277777777768,0.23051589142581394,False,9,2.4628003,1.2420776,0.0,22.165203,3.1426513,0.6666666666666666,
RN7SKP163,330.0,49.09,RN7SKP163,True,4518.0,1.0,9.0,1.3116041682133417,False,1,0.2719223,0.24052937,88.88888888888889,2.4473007,1.2375915,0.1111111111111111,
PHIP,8077.0,34.29,PHIP,True,5972.0,241.11111111111111,22032.611111111106,1.2717310770473063,False,9,2.165695,1.1523726,0.0,19.491255,3.0199983,0.3333333333333333,
HMGN3,851.5,38.56,HMGN3,False,,723.7777777777778,57763.694444444365,0.611341230043932,False,9,5.5525684,1.8798571,0.0,49.973114,3.9312983,1.0,
ELOVL4,3042.0,36.66,ELOVL4,True,311.0,24.88888888888889,1944.1111111111113,2.2316618636658703,False,3,0.70601743,0.5341617,66.66666666666667,6.354157,1.9952657,0.2222222222222222,
TTK,1431.3,34.980000000000004,TTK,True,1111.0,61.333333333333336,4777.25,1.7314590354879453,False,7,1.9227113,1.0725117,22.22222222222222,17.304401,2.9071414,0.4444444444444444,
BCKDHB,1539.2857142857142,36.82,BCKDHB,True,7038.0,61.888888888888886,3102.3611111111113,1.1120360360838244,False,6,1.9224366,1.0724177,33.333333333333336,17.30193,2.9070065,0.6666666666666666,
IBTK,3983.3333333333335,36.07,IBTK,True,6068.0,95.44444444444444,6010.527777777779,1.254098272639391,False,8,1.7859824,1.0246005,11.111111111111116,16.073841,2.8375475,0.3333333333333333,
PGM3,1262.5714285714287,38.65999999999998,PGM3,True,6105.0,16.333333333333332,608.0,1.2506365018508487,False,3,0.8417418,0.61071175,66.66666666666667,7.575676,2.1489298,0.2222222222222222,
ME1,2390.3333333333335,36.91,ME1,True,1690.0,12.444444444444445,1393.7777777777778,1.5863166829882667,False,1,0.32086837,0.27828938,88.88888888888889,2.8878155,1.3578475,0.1111111111111111,
CYB5R4,3594.6666666666665,37.46,CYB5R4,False,,86.22222222222223,2509.9444444444443,0.59756863255092,False,9,1.991141,1.095655,0.0,17.920269,2.9402337,0.2222222222222222,
SNX14,1812.2631578947369,37.429999999999986,SNX14,False,,293.44444444444446,16343.527777777763,0.710666880021797,False,9,3.8469615,1.578352,0.0,34.622654,3.5729818,1.0,
SYNCRIP,3358.6666666666665,40.09,SYNCRIP,True,2189.0,222.55555555555554,23048.027777777777,1.4922859452986534,False,9,2.8736448,1.3541958,0.0,25.862803,3.2907426,0.7777777777777778,
SNHG5,603.4285714285714,40.949999999999996,SNHG5,False,,216.11111111111111,9354.611111111102,0.6317803246158724,False,9,4.6662774,1.7345324,0.0,41.9965,3.7611187,1.0,
ZNF292,2778.6666666666665,37.67000000000001,ZNF292,True,2265.0,198.66666666666666,19409.250000000007,1.4787639107986028,False,9,2.9649837,1.3775017,0.0,26.684853,3.3208854,0.8888888888888888,
SMIM8,1700.0,39.56,SMIM8,False,,55.0,1691.0000000000002,0.6963525679507392,False,9,2.2467828,1.1776646,0.0,20.221045,3.0549934,0.3333333333333333,
SLC35A1,1369.4,39.25,SLC35A1,False,,61.77777777777778,790.1944444444443,0.28386766939077535,False,9,2.651206,1.2950575,0.0,23.860855,3.2132945,0.7777777777777778,
RARS2,863.5,38.27,RARS2,True,7291.0,138.22222222222223,8533.94444444444,1.0814401124263961,False,8,3.461889,1.4955722,11.111111111111116,31.157001,3.4706302,0.8888888888888888,
ORC3,1541.4285714285713,38.93,ORC3,True,742.0,255.88888888888889,35469.86111111112,1.8801191869563618,False,8,3.4493778,1.4927642,11.111111111111116,31.0444,3.4671223,0.8888888888888888,
AKIRIN2,1037.5,40.89,AKIRIN2,False,,92.44444444444444,3891.7777777777787,0.8467985045250841,False,9,3.1247063,1.4169948,0.0,28.122356,3.3715062,0.8888888888888888,
PNRC1,1408.6666666666667,48.53,PNRC1,False,,57.77777777777778,1194.9444444444443,0.4649754154487303,False,9,2.419768,1.2295728,0.0,21.777912,3.1257913,0.5555555555555556,
UBE2J1,4290.0,40.13,UBE2J1,False,,147.77777777777777,4637.444444444449,0.5359086641184869,False,9,2.4030502,1.2246722,0.0,21.62745,3.1191638,0.5555555555555556,
LYRM2,1565.2,44.37,LYRM2,False,,139.77777777777777,3984.194444444447,0.49720215874818774,False,9,3.3007083,1.4587797,0.0,29.706375,3.4244702,1.0,
CASP8AP2,3312.0,42.57,CASP8AP2,True,2574.0,122.55555555555556,9546.27777777778,1.4256363009624686,False,8,2.1415365,1.144712,11.111111111111116,19.273829,3.0093307,0.4444444444444444,
MAP3K7,4079.0,35.81,MAP3K7,True,2637.0,156.88888888888889,13336.36111111111,1.4177758172367463,False,7,2.119014,1.137517,22.22222222222222,19.071127,2.9992824,0.5555555555555556,
MANEA,2109.3333333333335,33.8,MANEA,True,3234.0,61.22222222222222,3741.9444444444443,1.359253622724904,False,9,2.0014365,1.099091,0.0,18.012928,2.9451191,0.3333333333333333,
UFL1,2341.0,33.38,UFL1,False,,63.77777777777778,2236.694444444444,0.7730564877806078,False,8,1.8927277,1.0622,11.111111111111116,17.03455,2.8922894,0.4444444444444444,
NDUFAF4,1192.6666666666667,38.11,NDUFAF4,False,,90.22222222222223,1831.1944444444425,0.4112448828071644,False,9,3.103529,1.4118474,0.0,27.93176,3.36494,1.0,Mitochondrial Respiration
MMS22L,2985.9166666666665,35.57999999999999,MMS22L,True,2393.0,272.6666666666667,30098.99999999999,1.4561831938214211,False,9,3.0602174,1.4012365,0.0,27.541956,3.351375,0.7777777777777778,
COQ3,939.75,39.36,COQ3,False,,58.0,2182.7500000000005,0.8455769099347413,False,6,2.1788166,1.1565089,33.333333333333336,19.609348,3.0257447,0.6666666666666666,
PNISR,2025.4,36.0,PNISR,True,1511.0,873.1111111111111,210178.11111111112,1.6235932807254643,False,9,4.81729,1.7608345,0.0,43.35561,3.7922392,1.0,
USP45,2449.0625,37.97000000000001,USP45,True,6204.0,23.22222222222222,976.9444444444446,1.2339223549606222,False,8,1.0447525,0.7152767,11.111111111111116,9.402772,2.3420722,0.1111111111111111,
TSTD3,535.5,40.48,TSTD3,False,,9.88888888888889,153.8611111111111,0.6217837022745497,False,6,1.3664306,0.8613828,33.333333333333336,12.297875,2.5876043,0.2222222222222222,
CCNC,1233.4444444444443,35.29,CCNC,False,,264.77777777777777,13143.444444444438,0.6633491397571112,False,9,4.1226687,1.6336756,0.0,37.10402,3.6403198,1.0,
RP1-199J3.5,745.0,49.8,RP1-199J3.5,True,3218.0,4.0,144.0,1.3606985398557494,False,1,0.28740466,0.2526283,88.88888888888889,2.586642,1.2772164,0.1111111111111111,
ASCC3,2971.0,34.11000000000001,ASCC3,True,2622.0,141.66666666666666,11593.000000000002,1.420283964701531,False,8,2.4107428,1.2269301,11.111111111111116,21.696684,3.1222188,0.6666666666666666,
HACE1,2519.5,37.38999999999999,HACE1,False,,43.0,1825.0,1.0121111082700724,False,8,1.5013945,0.91684836,11.111111111111116,13.51255,2.6750138,0.1111111111111111,
PREP,1933.0,40.95,PREP,False,,59.888888888888886,2686.8611111111118,1.002367163582831,False,8,1.9519973,1.082482,11.111111111111116,17.567976,2.9214385,0.4444444444444444,
PRDM1,2120.8571428571427,41.29,PRDM1,True,875.0,2316.0,1284686.5000000005,1.8088038034657072,False,9,5.716471,1.904563,0.0,51.448242,3.9598267,1.0,
RP1-134E15.3,454.0,31.5,RP1-134E15.3,True,6546.0,2.6666666666666665,40.24999999999999,1.1786063879491493,False,2,0.47782612,0.39057216,77.77777777777779,4.300435,1.6677889,0.1111111111111111,
ATG5,2559.0,36.82999999999999,ATG5,False,,312.55555555555554,21065.02777777778,0.8344957216448151,False,9,3.5592635,1.5171611,0.0,32.03337,3.4975183,0.8888888888888888,
RTN4IP1,1147.25,41.03,RTN4IP1,False,,49.44444444444444,1933.5277777777778,0.9041442536097127,False,6,2.0351934,1.1102751,33.333333333333336,18.316742,2.960972,0.5555555555555556,
QRSL1,2225.6666666666665,39.53,QRSL1,True,6872.0,81.77777777777777,4452.944444444445,1.1341862653774362,False,7,2.0732453,1.1227341,22.22222222222222,18.659208,2.978546,0.5555555555555556,
C6orf203,1154.25,47.04,C6orf203,False,,85.77777777777777,3859.9444444444453,0.9250798489678296,False,9,2.9980643,1.3858103,0.0,26.982578,3.331582,0.8888888888888888,
PDSS2,1588.75,39.82,PDSS2,True,1605.0,26.77777777777778,1544.6944444444446,1.6035263017430836,False,5,1.1646807,0.7722729,44.44444444444444,10.482126,2.4407916,0.1111111111111111,
SCML4,1698.4545454545455,43.76,SCML4,True,1157.0,80.22222222222223,8914.444444444443,1.714083554536763,False,7,2.1242304,1.1391879,22.22222222222222,19.118074,3.0016186,0.5555555555555556,
SEC63,1304.7,39.82,SEC63,False,,85.0,3953.25,0.9585438441737333,False,9,2.7456248,1.3205885,0.0,24.710623,3.2469041,0.5555555555555556,
OSTM1,1443.857142857143,42.48,OSTM1,False,,134.66666666666666,5365.500000000003,0.7046183182888525,False,9,3.20986,1.4374294,0.0,28.88874,3.397482,0.8888888888888888,
SNX3,1187.0,41.16,SNX3,False,,248.66666666666666,15804.50000000001,0.8728156891294753,False,9,4.104953,1.6302112,0.0,36.944576,3.6361265,1.0,
ARMC2,1634.6,41.63,ARMC2,False,,29.555555555555557,666.0277777777778,0.6050688653113997,False,6,1.4505678,0.89631975,33.333333333333336,13.055111,2.642986,0.2222222222222222,
SESN1,1648.857142857143,37.660000000000004,SESN1,True,6274.0,106.66666666666667,6793.75,1.2223901342169474,False,8,2.6887512,1.305288,11.111111111111116,24.198761,3.2267947,0.8888888888888888,
CEP57L1,1452.48,36.590000000000025,CEP57L1,False,,51.0,2068.75,0.9311873471401729,False,8,2.0662913,1.1204689,11.111111111111116,18.596622,2.9753573,0.4444444444444444,
CD164,2350.2727272727275,38.32,CD164,False,,1268.7777777777778,251200.94444444426,1.0222395410296987,False,9,5.0925384,1.8070648,0.0,45.832844,3.8465848,1.0,
SMPD2,913.3333333333334,58.66,SMPD2,True,2106.0,9.222222222222221,461.44444444444446,1.507330707767391,False,2,0.53515875,0.4286338,77.77777777777779,4.8164287,1.7606864,0.1111111111111111,
MICAL1,2676.125,50.36000000000001,MICAL1,True,1139.0,52.333333333333336,3939.5,1.718925617098781,False,7,1.34205,0.8510266,22.22222222222222,12.078449,2.5709658,0.2222222222222222,
AK9,2156.6153846153848,38.269999999999996,AK9,False,,45.888888888888886,1680.3611111111113,0.8603648551318828,False,7,1.6333904,0.96827215,22.22222222222222,14.700514,2.7536933,0.2222222222222222,
FIG4,1323.1666666666667,38.91,FIG4,False,,64.88888888888889,1934.1111111111113,0.6547900577143764,False,8,2.4764667,1.2460165,11.111111111111116,22.2882,3.1479468,0.7777777777777778,
CDC40,2026.7142857142858,37.339999999999996,CDC40,False,,75.88888888888889,2796.6111111111118,0.7829317962632465,False,9,2.2992873,1.1937065,0.0,20.693586,3.0770166,0.6666666666666666,
CDK19,2246.0,39.87,CDK19,True,1312.0,30.333333333333332,1908.5000000000002,1.6739716634810187,False,5,1.0050862,0.69568706,44.44444444444444,9.045775,2.3071523,0.2222222222222222,
AMD1,2194.5,41.53,AMD1,True,839.0,199.0,23996.25,1.823868870141894,False,8,2.9812303,1.3815908,11.111111111111116,26.831072,3.326153,0.8888888888888888,
GTF3C6,876.0,45.43,GTF3C6,False,,1145.4444444444443,102930.52777777796,0.4998534106091705,False,9,6.0010214,1.946056,0.0,54.009193,4.0075,1.0,
RPF2,1732.75,42.58,RPF2,False,,152.66666666666666,4929.75,0.5444476798547693,False,9,3.2750354,1.4527924,0.0,29.475319,3.416917,1.0,
snoU13-374,101.0,37.62,snoU13,False,,1.0,5.5,1.0263229251733783,False,2,0.57402146,0.4536338,77.77777777777779,5.166193,1.8190817,0.1111111111111111,
FYN,1218.774193548387,42.42000000000001,FYN,False,,461.77777777777777,46845.944444444474,1.0254857535791901,False,9,4.6962414,1.7398065,0.0,42.26617,3.767371,1.0,CD3/TCR Signaling
TUBE1,1253.8181818181818,34.63999999999999,TUBE1,False,,29.77777777777778,973.9444444444443,0.875891106651478,False,6,1.5659376,0.942324,33.333333333333336,14.093439,2.71426,0.3333333333333333,
HDAC2,1841.8333333333333,38.54999999999999,HDAC2,True,1785.0,153.33333333333334,14267.5,1.5661647902596274,False,9,2.954835,1.3749388,0.0,26.593513,3.3175807,0.7777777777777778,
NT5DC1,2228.5,36.29,NT5DC1,True,524.0,59.333333333333336,5349.25,2.0178283513180797,False,7,1.535738,0.9304847,22.22222222222222,13.821642,2.6960883,0.3333333333333333,
TSPYL1,3326.0,48.02,TSPYL1,False,,848.1111111111111,111832.36111111121,0.9074321752800982,False,9,4.2630067,1.6607025,0.0,38.36706,3.6729295,1.0,
RWDD1,1520.4285714285713,36.42000000000001,RWDD1,False,,253.0,7371.499999999993,0.3971456078240565,False,9,3.9426994,1.5979116,0.0,35.484295,3.5968819,1.0,
ZUFSP,1365.75,36.54,ZUFSP,False,,113.88888888888889,4963.361111111111,0.8182952285872802,False,9,3.184975,1.4315007,0.0,28.664774,3.3899603,1.0,
GOPC,3643.5,38.21,GOPC,False,,100.22222222222223,3791.6944444444425,0.7414766262937431,False,9,2.0856676,1.126768,0.0,18.771008,2.9842167,0.4444444444444444,
DCBLD1,1160.3846153846155,39.51,DCBLD1,True,3076.0,4.555555555555555,186.77777777777777,1.3723271516024955,False,1,0.28014812,0.2469758,88.88888888888889,2.521333,1.2588396,0.1111111111111111,
CEP85L,2388.090909090909,38.17000000000001,CEP85L,False,,34.888888888888886,858.6111111111112,0.6246440957661603,False,8,1.4726247,0.9052802,11.111111111111116,13.253622,2.657011,0.1111111111111111,
MCM9,2275.0,39.07,MCM9,True,2269.0,38.55555555555556,2316.277777777778,1.4777273649358653,False,9,1.42035,0.88391215,0.0,12.78315,2.6234467,0.1111111111111111,
ASF1A,1467.5,39.13,ASF1A,False,,811.3333333333334,48555.2499999999,0.4245696010936737,False,9,5.1327753,1.8136474,0.0,46.194977,3.8542874,1.0,
MAN1A1,3461.5,37.6,MAN1A1,True,554.0,58.333333333333336,6246.500000000001,1.993254228273217,False,8,1.3812165,0.8676115,11.111111111111116,12.430949,2.5975616,0.2222222222222222,
HSF2,1944.6666666666667,35.55,HSF2,False,,54.22222222222222,1730.6944444444443,0.724487074332669,False,8,2.033251,1.109635,11.111111111111116,18.29926,2.9600668,0.3333333333333333,
SERINC1,3137.0,35.93,SERINC1,False,,516.7777777777778,30434.44444444441,0.5575311772751754,False,9,3.9318576,1.5957158,0.0,35.38672,3.594204,1.0,
HDDC2,1060.1818181818182,40.13,HDDC2,False,,355.1111111111111,8602.111111111133,0.281619337608028,False,9,4.652848,1.7321595,0.0,41.87563,3.7583036,1.0,
NCOA7,1974.4615384615386,39.019999999999996,NCOA7,False,,45.55555555555556,986.5277777777774,0.5096114935780416,False,9,1.9760045,1.0905817,0.0,17.78404,2.9330075,0.3333333333333333,
HINT3,3311.0,38.09,HINT3,True,2055.0,38.111111111111114,2338.3611111111113,1.51462897508937,False,6,1.0850042,0.7347709,33.333333333333336,9.765038,2.3763037,0.1111111111111111,
TRMT11,972.0833333333334,36.019999999999996,TRMT11,False,,65.44444444444444,2691.2777777777783,0.901909249973583,False,8,2.7085545,1.3106421,11.111111111111116,24.376991,3.2338428,0.8888888888888888,
CENPW,573.6666666666666,35.46,CENPW,False,,260.8888888888889,18620.111111111088,0.9599515256007582,False,9,4.851605,1.766716,0.0,43.664444,3.7991776,1.0,
RNF146,1207.857142857143,36.49,RNF146,False,,43.666666666666664,1453.2500000000002,0.7906913581837034,False,7,2.0981662,1.1308104,22.22222222222222,18.883495,2.98989,0.4444444444444444,
ECHDC1,1118.9583333333333,36.0,ECHDC1,True,3199.0,282.22222222222223,29605.694444444453,1.3626523697002313,False,9,4.2103405,1.6506453,0.0,37.893063,3.660816,1.0,
RP11-325O24.5,465.0,43.06,RP11-325O24.5,False,,9.555555555555555,193.52777777777777,0.8177378524032781,False,4,1.1228098,0.75274056,55.55555555555556,10.105288,2.4074214,0.2222222222222222,
RP11-325O24.2,422.0,40.56,RP11-325O24.2,False,,6.888888888888889,151.3611111111111,0.9826495937547166,False,4,0.98769337,0.6869749,55.55555555555556,8.88924,2.2914474,0.1111111111111111,
THEMIS,3282.2,35.12,THEMIS,True,396.0,231.66666666666666,34844.5,2.129760765167266,False,7,2.5248609,1.259841,22.22222222222222,22.723747,3.1664765,0.7777777777777778,
PTPRK,2453.9565217391305,35.409999999999975,PTPRK,True,334.0,114.0,13405.0,2.207161039452708,False,7,2.0020018,1.0992793,22.22222222222222,18.018015,2.9453866,0.5555555555555556,
ARHGAP18,1795.3333333333333,38.52,ARHGAP18,False,,169.66666666666666,8005.750000000005,0.7625581698337699,False,9,3.287061,1.4556015,0.0,29.58355,3.4204624,1.0,
RP11-73O6.3,722.3333333333334,39.69,RP11-73O6.3,False,,7.111111111111111,165.86111111111111,1.0321214538989267,False,4,0.7545235,0.5621973,55.55555555555556,6.790712,2.0529323,0.2222222222222222,
SAMD3,1267.4666666666667,39.14999999999999,SAMD3,True,18.0,329.3333333333333,170185.0,3.8531237300929577,False,9,3.6420794,1.5351624,0.0,32.778713,3.5198307,0.7777777777777778,
AKAP7,1547.7272727272727,38.220000000000006,AKAP7,False,,34.22222222222222,998.9444444444447,0.74537865688834,False,7,1.6260813,0.9654927,22.22222222222222,14.634732,2.7494948,0.4444444444444444,
MED23,3273.0,36.18,MED23,False,,81.0,3050.7499999999995,0.7865232520809161,False,9,2.0343273,1.1099898,0.0,18.308945,2.9605684,0.2222222222222222,
MOXD1,2192.0,37.08,MOXD1,True,1180.0,42.44444444444444,6110.277777777777,1.7068427373642543,False,6,1.2183453,0.7967616,33.333333333333336,10.965108,2.4819946,0.1111111111111111,
STX7,4505.5,37.41,STX7,True,7304.0,82.22222222222223,4269.944444444443,1.0801113704337737,False,9,1.6586516,0.9778191,0.0,14.927864,2.76807,0.1111111111111111,
VNN3,1187.125,37.65999999999998,VNN3,True,2136.0,9.222222222222221,765.4444444444446,1.5014898952324847,False,1,0.36327925,0.309893,88.88888888888889,3.2695134,1.4514998,0.1111111111111111,
VNN2,1128.0625,39.35000000000001,VNN2,True,101.0,144.22222222222223,23502.44444444444,2.8091863292877344,False,7,2.6317449,1.2897133,22.22222222222222,23.685703,3.2062242,0.6666666666666666,
SLC18B1,1238.0,39.58,SLC18B1,True,1011.0,11.222222222222221,513.6944444444445,1.7589270722024168,False,3,0.54395455,0.434347,66.66666666666667,4.895591,1.7742047,0.1111111111111111,
RPS12,635.0,42.96,RPS12,True,6611.0,855.8888888888889,146617.36111111107,1.1714612330372407,False,9,5.986122,1.9439256,0.0,53.8751,4.0050597,1.0,Ribosomal Processes
SNORD100,76.0,50.0,SNORD100,False,,1.8888888888888888,9.11111111111111,0.5013944398590349,False,3,1.105272,0.7444447,66.66666666666667,9.947449,2.3931065,0.3333333333333333,
SNORA33-3,130.0,40.77,SNORA33,False,,1.5555555555555556,4.777777777777778,0.3796742647554448,False,4,1.0073438,0.69681233,55.55555555555556,9.066094,2.3091729,0.2222222222222222,
TBPL1,1204.7142857142858,37.6,TBPL1,False,,132.0,4547.0,0.6136925143179799,False,9,3.4465532,1.4921292,0.0,31.01898,3.4663289,0.8888888888888888,
SGK1,1253.7333333333333,42.26999999999999,SGK1,False,,115.33333333333333,5655.999999999999,0.9168666756993209,False,9,3.1566277,1.4247041,0.0,28.409649,3.3813229,0.7777777777777778,
HBS1L,1831.3333333333333,36.65999999999998,HBS1L,True,2072.0,301.22222222222223,36115.94444444444,1.5112181107787517,False,9,3.820537,1.5728854,0.0,34.384834,3.5662832,1.0,
AHI1,2006.5263157894738,36.309999999999995,AHI1,True,610.0,755.2222222222222,197275.44444444444,1.9451100153117251,False,9,4.551686,1.7141017,0.0,40.96517,3.73684,1.0,
LINC00271,780.625,37.62,LINC00271,False,,9.444444444444445,185.02777777777774,0.7938546081159462,False,6,0.975054,0.68059576,33.333333333333336,8.775486,2.279878,0.1111111111111111,
RP1-38C16.2,531.0,35.07,RP1-38C16.2,True,3712.0,2.4444444444444446,53.77777777777778,1.3294421659061226,False,1,0.3150482,0.2738733,88.88888888888889,2.8354337,1.3442825,0.1111111111111111,
PDE7B,3050.5,38.31,PDE7B,True,1679.0,137.11111111111111,12393.61111111111,1.5879934057126692,False,8,2.1415944,1.1447304,11.111111111111116,19.27435,3.0093565,0.5555555555555556,
RP13-143G15.4,772.3333333333334,39.57,RP13-143G15.4,False,,15.333333333333334,403.5,0.9053327393838283,False,6,1.3958896,0.8737546,33.333333333333336,12.563006,2.607346,0.2222222222222222,
MTFR2,1035.4285714285713,39.81,MTFR2,False,,70.55555555555556,2204.277777777778,0.6753025700169486,False,9,2.9323926,1.369248,0.0,26.391533,3.3102338,0.7777777777777778,
BCLAF1,2552.521739130435,35.61000000000001,BCLAF1,False,,385.0,26366.750000000015,0.7640326339819384,False,9,3.7610402,1.5604662,0.0,33.84936,3.551035,1.0,
MAP3K5,2853.6666666666665,39.89,MAP3K5,False,,49.22222222222222,1586.1944444444443,0.7458243072076175,False,8,1.5649041,0.9419211,11.111111111111116,14.084137,2.7136436,0.1111111111111111,
PEX7,1227.6666666666667,38.36,PEX7,False,,22.0,452.00000000000006,0.6148486756625596,False,7,1.5165324,0.9228819,22.22222222222222,13.648791,2.684358,0.2222222222222222,
IFNGR1,1134.5,38.81,IFNGR1,True,1662.0,137.44444444444446,15466.02777777777,1.590129756321384,False,9,3.349987,1.4701729,0.0,30.149883,3.4388106,0.8888888888888888,Interferon Signaling
RP11-356I2.1,720.0,40.02,RP11-356I2.1,True,6961.0,10.777777777777779,310.6944444444444,1.1224368428982823,False,3,0.8081214,0.5922884,66.66666666666667,7.2730923,2.1130083,0.1111111111111111,
RP11-356I2.4,1054.3333333333333,41.13,RP11-356I2.4,True,2905.0,34.44444444444444,1875.277777777778,1.387435983003473,False,8,1.8713998,1.0547997,11.111111111111116,16.842598,2.8815887,0.4444444444444444,
TNFAIP3,1324.0,43.95,TNFAIP3,True,6511.0,95.22222222222223,5659.1944444444425,1.1844293268893187,False,8,2.6274145,1.2885201,11.111111111111116,23.64673,3.2046442,0.6666666666666666,
RP11-240M16.1,458.0,40.75,RP11-240M16.1,False,,2.4444444444444446,25.777777777777775,0.8819736413470729,False,2,0.50771284,0.41059384,77.77777777777779,4.5694156,1.7172902,0.1111111111111111,
PERP,4290.0,39.44,PERP,True,1025.0,41.666666666666664,6060.25,1.756033902433683,False,5,0.88739014,0.635195,44.44444444444444,7.986511,2.1957247,0.1111111111111111,
HEBP2,3007.75,47.12,HEBP2,False,,40.77777777777778,897.4444444444445,0.532382870999212,False,9,1.488167,0.9115463,0.0,13.393503,2.666777,0.1111111111111111,
CCDC28A,1496.0,39.16,CCDC28A,False,,426.1111111111111,15767.111111111135,0.3911606180896049,False,9,4.4828014,1.7016162,0.0,40.345215,3.7219567,1.0,
REPS1,1677.8,37.320000000000014,REPS1,False,,34.666666666666664,1036.7500000000005,0.7605985626591509,False,8,1.6948906,0.9913576,11.111111111111116,15.254016,2.78834,0.2222222222222222,
ABRACL,650.5,44.2,ABRACL,False,,1106.6666666666667,99282.24999999985,0.5115897085118994,False,9,6.2511387,1.9811585,0.0,56.26025,4.0476065,1.0,
HECA,5614.0,41.79,HECA,True,6113.0,188.55555555555554,15224.277777777785,1.2495209604459538,False,9,2.264437,1.1830873,0.0,20.379932,3.0624528,0.5555555555555556,
VTA1,2555.75,35.51,VTA1,False,,762.4444444444445,43950.02777777781,0.4265077379317149,False,9,4.5367,1.7113986,0.0,40.8303,3.733621,1.0,
ADAT2,3080.0,38.36,ADAT2,False,,69.77777777777777,2067.1944444444453,0.6418055692343534,False,9,1.9323567,1.0758065,0.0,17.39121,2.9118729,0.3333333333333333,
PEX3,1053.6666666666667,35.11,PEX3,False,,70.0,1283.7500000000002,0.3970496037774939,False,9,2.9929686,1.384535,0.0,26.936718,3.329942,0.8888888888888888,
FUCA2,1310.5,39.69,FUCA2,False,,68.77777777777777,2733.694444444445,0.8635216074778705,False,7,2.3399973,1.20597,22.22222222222222,21.059977,3.093765,0.6666666666666666,
PHACTR2,2123.9166666666665,40.019999999999996,PHACTR2,True,160.0,871.7777777777778,355274.4444444444,2.544003141261243,False,9,4.6600423,1.7334313,0.0,41.94038,3.7598126,1.0,
LTV1,1847.0,39.74,LTV1,True,6930.0,155.44444444444446,10462.527777777772,1.1267490372144846,False,9,3.1221616,1.4163777,0.0,28.099455,3.3707194,0.8888888888888888,
RP3-340H11.2,649.0,39.74,RP3-340H11.2,True,3187.0,4.111111111111111,152.11111111111111,1.3629951640968452,False,1,0.32812083,0.28376502,88.88888888888889,2.9530873,1.3744968,0.1111111111111111,
SF3B5,737.0,57.39,SF3B5,False,,623.7777777777778,43159.44444444442,0.5835456312827814,False,9,5.5555067,1.8803054,0.0,49.99956,3.931817,1.0,
STX11,1926.0,41.1,STX11,True,1099.0,35.22222222222222,2642.9444444444443,1.7354135953112568,False,6,1.2462997,0.8092843,33.333333333333336,11.216698,2.5028036,0.2222222222222222,
UTRN,1748.3333333333333,38.0,UTRN,True,1965.0,98.0,7603.0,1.5318229229444205,False,8,2.4403732,1.23558,11.111111111111116,21.963358,3.1339,0.6666666666666666,
TAB2,2365.7,38.87,TAB2,True,399.0,271.1111111111111,43836.861111111124,2.1260245178814303,False,9,3.2245595,1.440915,0.0,29.021036,3.4018984,0.8888888888888888,
